N,P,K,pH,EC,OC,S,Zn,Fe,Cu,Mn,B,Output
-1.4058785091924182,-0.27155936261907165,0.4834515460802019,-0.10868443841830991,0.5394499180209325,0.09734205137949065,-0.372049440094708,-0.1211059963801913,-1.2323754388588797,-0.3918158597180682,0.010124791631155488,-0.8416814111112316,0
-0.43619566574437724,-0.32166122912854644,-1.3046757195293,0.23566229716445758,1.4580725828258536,0.5246381838032502,4.038049817350144,-0.08941291247419357,-1.055426614995623,1.261839864635485,-1.3445025024682726,2.979688445176426,0
-1.082650894709738,-0.22601221124682186,1.756082663045523,0.1710972842426882,-0.23784618296784685,0.5839848688621058,1.5276856246507668,-0.08941291247419357,-1.055426614995623,1.326268009740169,-1.3887257302825151,2.5239287375457873,0
-1.1602255221855813,-0.35354423508912136,-0.2011917763378506,0.27870563911230256,0.2567967903886488,0.38220613966199696,4.173745179117678,-0.06828418987019506,-1.1583786579706088,1.240363816267257,-1.400363421812579,2.155815127536426,0
0.3007632952761339,-0.21234806583514687,-0.45088522333737563,0.25718396813838007,-1.0151422839566262,0.2872514435678282,0.9622882839527088,-0.11582381572919168,-1.0875991284253061,1.5839805901589041,-1.45156926454486,2.9271007866036594,1
-0.3456919336892268,-0.27155936261907165,-0.45088522333737563,-0.1732494513400793,0.7514397637451452,0.12108072540303287,0.9396723903247862,-0.05243764791719622,-1.119771641854989,-0.11262723093110469,-1.5074301838891662,2.155815127536426,0
-0.3456919336892268,-0.3353253745402214,-2.2390124889468774,0.23566229716445758,-0.8031524382324138,0.22790475850897282,-0.032811035675873214,-0.06828418987019506,-1.110119887826084,0.2095134945923148,-1.5516534117034086,2.260990444681958,0
-0.5137702932202205,-0.34443480481467137,-0.7972341982076845,0.25718396813838007,0.3274600722967197,0.08547271436771954,0.01242075157997126,-0.07884855117219432,-1.1133371391690523,-0.7139565852414878,-1.45156926454486,1.9104060541968515,0
0.546416282282971,-0.27155936261907165,0.4834515460802019,0.1495756132687657,-0.7324891563243429,0.06173404034417746,-0.055426929303795655,0.08489904900879394,-1.119771641854989,-0.026723037458193002,-1.45156926454486,2.1032274689636603,1
-1.4058785091924182,-0.2943329383051966,1.9252298368193947,0.08501060034699633,-1.509785257313122,0.19229674747365952,0.32904326237088377,0.11659213291479163,-1.2002029254291966,0.4242739782745941,-1.3770880387524513,2.4713410789730217,0
-1.2378001496614246,-0.2943329383051966,0.39485064553198335,0.1710972842426882,-0.6618258744162719,0.4178141506973103,0.4647386241384176,0.12715649421679087,-1.2098546794581018,0.8108428489026979,-1.3677778855284004,3.1900390794674895,1
-1.328303881716575,-0.3353253745402214,-1.5624237938513903,0.04196725839915134,1.3167460190097118,0.3228594546031416,0.37427504962672825,0.08489904900879394,-1.180899417371387,0.16656139785585883,-1.3677778855284004,3.1374514208947235,0
-1.4058785091924182,-0.4218649621474961,-0.45088522333737563,0.3647923230079944,0.3981233542047906,0.19229674747365952,0.48735451776633987,0.13772085551879013,-1.2162891821440383,0.7893668005344698,-1.244418355309724,2.681691713264086,2
-1.328303881716575,-0.2852235080307466,0.39485064553198335,-0.1302061093922324,-0.09651961915170501,0.22790475850897282,0.6004339859059514,0.021512881196798485,-1.151944155284672,0.660510510325102,-1.3421749641622598,2.979688445176426,0
-0.5913449206960638,-0.3125517988540965,1.4177883154977795,-0.25933613523577115,1.5993991466419955,0.12108072540303287,0.48735451776633987,0.05848814575379581,-1.180899417371387,0.14508534948763085,-1.1396791315391497,3.4529773723313193,1
-0.8369979077029008,-0.2442310717957218,1.756082663045523,-0.08716276744438742,-1.4391219754050513,0.06173404034417746,0.6908975604176408,0.15884957812278863,-1.2002029254291966,0.7034626070615579,-1.3095894278780813,3.8561494213891914,0
-0.11296805126169693,-0.32166122912854644,2.182977911141485,-0.28085780620969364,2.3766952476307748,0.1566887364383462,0.7813611349293301,-0.004898022058199615,-1.2098546794581018,0.44575002664282215,-1.3282097343261834,1.2793541513236608,0
0.3007632952761339,-0.2943329383051966,1.2486411417239076,-0.1302061093922324,0.04480694466443682,0.06173404034417746,0.6004339859059514,-0.0999772737761928,-1.1905511714002919,0.660510510325102,-0.21331888574606994,3.4529773723313193,1
-0.43619566574437724,-0.3854272410496962,2.4407259854635757,-0.28085780620969364,1.6700624285500663,-0.009481981726449188,0.6682816667897186,-0.08941291247419357,-1.1744649146854502,-0.6280523917685757,-0.21564642405208267,2.2084027861091924,0
-0.02246431920654643,-0.2943329383051966,0.4834515460802019,-0.4315095030271549,0.6101131999290034,0.19229674747365952,0.917056496696864,-0.0946950931251932,-1.1937684227432601,-0.8213368270826277,-0.21797396235809538,0.2626594189168528,0
0.45591255022782046,-0.2852235080307466,-0.3703389501117224,-0.1732494513400793,0.5394499180209325,0.1566887364383462,0.7813611349293301,-0.07884855117219432,-1.171247663342482,-0.3059116662451563,-0.8557194582055925,3.6107403480496165,1
-0.43619566574437724,-0.2852235080307466,1.4177883154977795,-0.3239011481575386,-0.23784618296784685,0.08547271436771954,3.6309637320475425,-0.0999772737761928,-1.0329058555948447,0.18803744622408683,-1.5120852605011916,2.4187534204002556,0
-0.5137702932202205,-0.2351216415212718,-3.0042020845905832,0.23566229716445758,0.963429609469358,0.1566887364383462,4.445135902652746,-0.0999772737761928,-1.1004681337971793,0.18803744622408683,-1.45156926454486,0.6132438094019589,0
0.7791401647105008,-0.2852235080307466,-3.938538854008161,-0.04411942549654053,2.094042119998491,0.08547271436771954,1.8669240290696019,-0.11054163507819205,-1.1487269039417038,-0.47772005319098015,-1.5213954137252428,3.2952143966130216,1
-0.5137702932202205,-0.3353253745402214,-0.03204460256397879,0.08501060034699633,0.46878663611286153,0.026126029308864134,4.218976966373522,-0.1211059963801913,-1.180899417371387,0.4242739782745941,-1.5539809500094213,2.36616576182749,0
-0.5913449206960638,-0.4127555318730461,-1.135528545755428,-0.1517277803661549,1.5287358647339244,0.19229674747365952,4.173745179117678,-0.15279908028618902,-1.0650783690245278,-0.5206721499274362,-1.4957924923591022,2.3135781032547236,0
1.516099125731012,-0.32166122912854644,0.056556297984239765,0.25718396813838007,-0.16718290105977593,0.08547271436771954,1.5955333055345335,-0.1263881770311909,-0.9492573206776689,-1.2079056977107308,-1.5144127988072045,3.908737079961957,1
-0.3456919336892268,-0.2852235080307466,0.4834515460802019,-0.1947711223140018,0.6101131999290034,-0.009481981726449188,1.8669240290696019,-0.1475168996351894,-0.9846470854503202,-1.3152859395518708,-1.6051867927417023,0.2626594189168528,0
-0.02246431920654643,-0.2852235080307466,0.4834515460802019,0.1495756132687657,1.3874093009177826,0.2516434325325149,0.14811611334750507,-0.07884855117219432,-1.02325410156594,1.326268009740169,-1.3957083452005534,-0.0002788739469768467,0
-0.5137702932202205,-0.3125517988540965,1.4177883154977795,-0.21629279328792428,-0.8738157201404847,0.4534221617326236,1.6859968800462228,-0.10525945442719242,-1.0361231069378132,1.0256033325849772,-1.2909691214299792,2.2084027861091924,0
0.3783379227519772,-0.2852235080307466,-0.7972341982076845,-0.36694449010538555,-0.09651961915170501,0.12108072540303287,1.6407650927903783,-0.0999772737761928,-1.1487269039417038,0.8323188972709258,-1.516740337113217,2.7868670304096175,1
-0.5137702932202205,-0.435529107559171,0.4834515460802019,-0.23781446426184677,2.094042119998491,0.06173404034417746,4.038049817350144,-0.10525945442719242,-1.1841166687143552,1.240363816267257,-1.45156926454486,2.681691713264086,0
-0.02246431920654643,-0.4036461015985961,-0.28173804956350385,-0.4745528449749999,0.6101131999290034,-0.009481981726449188,3.3595730085124744,-0.11582381572919168,-1.1905511714002919,0.6175584135886459,-1.5260504903372685,0.2626594189168528,0
-1.0050762672338946,-0.2943329383051966,0.39485064553198335,1.5484842265737582,0.2567967903886488,-0.0688286667853046,3.042950497721562,-0.14223471898418977,-1.2098546794581018,0.4242739782745941,-1.3165720427961196,2.4713410789730217,1
-0.8369979077029008,-0.435529107559171,0.4834515460802019,0.23566229716445758,-0.16718290105977593,-0.17565269989124457,3.3595730085124744,0.13772085551879013,-1.1841166687143552,0.40279792990636615,-1.3840706536704896,2.4187534204002556,0
-0.3456919336892268,-0.2852235080307466,2.094377010593267,-0.06564109647046303,0.3274600722967197,0.06173404034417746,3.7214273065592316,0.19054266202878634,-1.2130719308010698,2.2282620412057437,-1.1233863633970602,0.5080684922564271,0
-1.4058785091924182,-0.4036461015985961,-0.7972341982076845,-0.1947711223140018,1.2460827371016407,0.19229674747365952,4.173745179117678,-0.05243764791719622,-1.2291581875159114,0.8323188972709258,-1.1396791315391497,2.4713410789730217,1
-0.11296805126169693,-0.2852235080307466,1.5869354892716512,0.1710972842426882,-0.8031524382324138,0.2516434325325149,4.038049817350144,-0.010180202709199242,-1.1937684227432601,1.0256033325849772,-1.400363421812579,2.979688445176426,0
-1.2378001496614246,-0.2943329383051966,0.137102571209893,-0.10868443841830991,-0.8031524382324138,0.2872514435678282,1.9121558163254462,-0.057719828568195845,-1.2098546794581018,2.0779297026281474,-1.3468300407742855,-0.0002788739469768467,0
-0.5137702932202205,-0.3034423685796465,0.9022921668535987,-0.1517277803661549,0.04480694466443682,0.4534221617326236,1.5955333055345335,-0.010180202709199242,-1.180899417371387,1.111507526057889,-1.281658968205928,2.260990444681958,0
-1.4058785091924182,-0.2852235080307466,0.6525987198540737,0.25718396813838007,2.2353686838146327,-0.10443667782061791,-0.0780428229317179,0.15356739747178902,-1.2195064334870065,1.0041272842167492,-0.8370991517574904,3.2952143966130216,0
-0.8369979077029008,-0.17591034473734707,1.6755363898198699,-0.06564109647046303,0.18613350848057786,0.5839848688621058,1.5050697310228442,0.06377032640479544,-1.0361231069378132,0.4242739782745941,-0.46003794618342275,0.1048964431985551,0
-1.4058785091924182,-0.32166122912854644,0.9022921668535987,0.06348892937307384,1.2460827371016407,-0.0925673408088468,1.9121558163254462,-0.0946950931251932,-1.0264713529089082,2.0564536542599194,-0.9371832989160392,3.400389713758553,0
-0.5137702932202205,-0.2852235080307466,-1.0469276452072096,0.020445587425226938,-0.7324891563243429,0.4890301727679369,2.228778327116358,-0.08413073182319394,-1.0715128717104645,1.0256033325849772,-0.8580469965116052,3.1900390794674895,0
0.6239909097588142,-0.27155936261907165,1.4177883154977795,-0.21629279328792428,-0.4498360286920596,0.4178141506973103,4.173745179117678,-0.04715546726619659,-1.1036853851401476,2.1853099444692874,-0.8184788453093882,2.4713410789730217,1
0.546416282282971,-0.4036461015985961,-1.3046757195293,0.27870563911230256,0.18613350848057786,0.12108072540303287,1.5955333055345335,-0.15279908028618902,-0.9910815881362568,-0.06967513419464873,-1.4445866496268216,2.2084027861091924,1
-0.5137702932202205,-0.34443480481467137,-0.45088522333737563,0.08501060034699633,0.18613350848057786,0.2516434325325149,0.23857968785919442,-0.15279908028618902,-1.02325410156594,-0.04819908582642075,-1.516740337113217,2.7868670304096175,0
-1.4058785091924182,-0.2943329383051966,1.756082663045523,-0.06564109647046303,0.6101131999290034,0.38220613966199696,1.143215432976087,-0.1475168996351894,-1.00395059350813,0.4242739782745941,-1.4957924923591022,3.2952143966130216,0
-1.4058785091924182,-0.2852235080307466,-0.3703389501117224,0.30022731008622694,0.2567967903886488,0.4890301727679369,1.4598379437669997,-0.11582381572919168,-0.9942988394792253,0.5101781717475061,-1.5144127988072045,3.908737079961957,0
-2.1299083656336224,-0.3034423685796465,-0.03204460256397879,-0.30237947718361613,-0.23784618296784685,0.5246381838032502,0.7813611349293301,-0.14223471898418977,-1.0007333421651616,0.18803744622408683,-1.470189570992962,2.155815127536426,1
-1.806680751150942,-0.2852235080307466,0.9022921668535987,-0.1732494513400793,-0.8031524382324138,0.1566887364383462,-0.0780428229317179,-0.15279908028618902,-1.0264713529089082,-0.1341032792993327,-1.5144127988072045,0.2626594189168528,0
-2.6987889671231398,-0.34443480481467137,-1.0469276452072096,0.1280539422948432,-0.8738157201404847,0.5483768578267925,1.4598379437669997,-0.15279908028618902,-1.055426614995623,0.18803744622408683,-1.5516534117034086,2.8745131280308938,1
-2.052333738157779,-0.3353253745402214,1.2486411417239076,-0.10868443841830991,-0.7324891563243429,0.4534221617326236,1.2562949011156987,-0.15279908028618902,-1.0811646257393692,0.16656139785585883,-1.488809877441064,2.36616576182749,2
-2.9444419541299767,-0.4218649621474961,1.6755363898198699,-0.28085780620969364,-1.7924383849454057,0.5246381838032502,1.188447220231932,-0.15808126093718866,-1.0875991284253061,-0.06967513419464873,-1.3468300407742855,2.839454688982383,0
-2.4660650846956096,-0.3125517988540965,-0.45088522333737563,-0.4099878320532305,0.892766327561287,0.2516434325325149,0.8265929221851747,-0.1263881770311909,-1.0264713529089082,-0.15557932766756066,-1.400363421812579,2.155815127536426,0
-2.543639712171453,-0.2852235080307466,-0.2011917763378506,-0.3239011481575386,-1.4391219754050513,0.2516434325325149,0.917056496696864,-0.020744564011198494,-1.1422924012557671,-0.1341032792993327,-1.5051026455831533,1.2793541513236608,1
-2.6987889671231398,-0.32166122912854644,-0.3703389501117224,-0.23781446426184677,-0.4498360286920596,0.3584674656384549,0.2838114751150393,-0.08941291247419357,-0.9170848072479858,1.6269326868953602,-0.8557194582055925,3.505565030904085,0
-2.8668673266541336,-0.2943329383051966,0.7331449930797269,-0.38846616107930804,-0.8031524382324138,0.19229674747365952,1.4598379437669997,-0.004898022058199615,-1.2195064334870065,1.6913608320000442,-1.4632069560749237,2.979688445176426,0
-2.1299083656336224,-0.3353253745402214,0.056556297984239765,0.25718396813838007,-0.7324891563243429,-0.009481981726449188,4.445135902652746,0.04792378445179661,-1.2195064334870065,1.3906961548448529,-1.3980358835065663,3.908737079961957,1
-2.052333738157779,-0.3125517988540965,1.6755363898198699,0.020445587425226938,-1.2271321296808388,0.19229674747365952,3.042950497721562,-0.1475168996351894,-1.0940336311112426,1.0256033325849772,-1.4538968028508725,2.979688445176426,0
-1.328303881716575,-0.3353253745402214,0.9908930674018173,0.1280539422948432,-0.025856337243634096,0.3584674656384549,3.450036583024164,-0.05243764791719622,-1.1680304119995137,1.5839805901589041,-0.6206380892983034,2.9271007866036594,0
-0.43619566574437724,-0.27155936261907165,1.756082663045523,0.1710972842426882,0.963429609469358,0.2872514435678282,3.4952683702800083,-0.08941291247419357,-1.1841166687143552,1.240363816267257,0.2009829327242017,3.908737079961957,1
0.45591255022782046,-0.4036461015985961,-0.3703389501117224,-0.06564109647046303,-0.591162592508201,0.22790475850897282,1.9121558163254462,-0.07884855117219432,-1.171247663342482,0.8323188972709258,-1.155971899681239,3.2952143966130216,1
0.22318866780029062,-0.2351216415212718,-0.2011917763378506,0.020445587425226938,-0.8031524382324138,0.19229674747365952,1.6407650927903783,-0.10525945442719242,-1.1358578985698307,0.9826512358485212,-1.3468300407742855,3.1900390794674895,1
0.7015655372346575,-0.34443480481467137,0.056556297984239765,-0.10868443841830991,-0.8738157201404847,0.08547271436771954,3.4952683702800083,-0.1263881770311909,-1.1841166687143552,0.14508534948763085,-1.3863981919765025,1.9629937127696178,1
-0.2681173062133835,-0.32166122912854644,-1.2241294463036467,0.23566229716445758,-1.651111821129264,0.1566887364383462,0.8492088158130973,0.16413175877378827,-1.203420176772165,0.18803744622408683,-1.45156926454486,1.2267664927508948,0
0.7791401647105008,-0.435529107559171,-1.3932766200775184,0.1495756132687657,0.11547022657250773,-0.009481981726449188,0.917056496696864,-0.004898022058199615,-1.1133371391690523,0.40279792990636615,-1.3677778855284004,1.121591175605363,1
1.0247931517173379,-0.39453667132414616,0.137102571209893,-0.21629279328792428,-1.580448539221193,0.22790475850897282,4.105897498233911,0.016230700545798858,-1.1229888931979575,0.44575002664282215,-1.488809877441064,1.3319418098964269,1
0.05511030826929685,-0.435529107559171,-0.8777804714333378,0.1710972842426882,0.5394499180209325,0.3228594546031416,0.9396723903247862,0.04792378445179661,-1.1262061445409257,0.16656139785585883,-0.21331888574606994,1.3845294684691924,1
-0.43619566574437724,-0.444638537833621,-0.45088522333737563,0.08501060034699633,-0.5204993106001305,0.1566887364383462,0.9622882839527088,0.08489904900879394,-1.171247663342482,0.14508534948763085,-0.222629038970121,1.6474677613330222,0
-0.6689195481719071,-0.4127555318730461,0.056556297984239765,0.1280539422948432,-1.2271321296808388,0.08547271436771954,0.7813611349293301,-0.0999772737761928,-1.1776821660284185,-0.09115118256287671,-1.577256333069549,1.857818395624086,0
-2.78929269917829,-0.39453667132414616,0.6525987198540737,-0.38846616107930804,1.17541945519357,0.2516434325325149,0.8265929221851747,-0.05243764791719622,-1.1583786579706088,0.3813218815381382,-1.5539809500094213,1.7526430784785543,0
-2.297986725164616,-0.35354423508912136,-0.28173804956350385,-0.001076083548695551,-0.591162592508201,0.19229674747365952,0.9396723903247862,-0.07884855117219432,-1.1744649146854502,0.23098954296054278,-1.528378028643281,1.6474677613330222,0
-0.8369979077029008,-0.32166122912854644,-0.8777804714333378,0.1280539422948432,-0.09651961915170501,0.19229674747365952,0.9622882839527088,-0.05243764791719622,-1.161595909313577,0.14508534948763085,-0.20866380913404453,1.2793541513236608,0
-2.9444419541299767,-0.37176309563802123,-0.3703389501117224,-0.04411942549654053,0.3981233542047906,-0.009481981726449188,0.6456657731617963,0.005666339243799607,-1.129423395883894,-0.1985314244040166,-1.5516534117034086,1.2267664927508948,0
-1.4834531366682615,-0.4127555318730461,1.2486411417239076,-0.4315095030271549,1.17541945519357,0.06173404034417746,0.7813611349293301,-0.04715546726619659,-0.9878643367932884,1.6269326868953602,-0.9860616033423073,3.1900390794674895,0
-1.082650894709738,-0.3125517988540965,0.137102571209893,-0.4099878320532305,-0.37917274678398866,0.1566887364383462,1.143215432976087,-0.06300200921919547,-0.2318102711957368,1.3906961548448529,0.4523570697735801,2.4713410789730217,0
-0.8369979077029008,-0.2943329383051966,0.056556297984239765,-0.6036828708185368,1.3167460190097118,0.22790475850897282,0.6004339859059514,-0.05243764791719622,-0.6275321863808383,1.218887767899029,-1.3770880387524513,2.5765163961185538,0
0.6239909097588142,-0.4127555318730461,-0.5394861238855941,-0.36694449010538555,-0.591162592508201,0.1566887364383462,1.3693743692553104,-0.02602674466219812,-1.139075149912799,0.57460631685219,-1.4282938814847324,2.9271007866036594,1
-0.5913449206960638,-0.4036461015985961,-1.9893190419473525,-0.001076083548695551,0.6101131999290034,0.2516434325325149,-0.9826785680486106,-0.015462383360198867,-1.0843818770823377,0.44575002664282215,-1.1420066698451623,2.681691713264086,0
-3.1125203136609705,-0.435529107559171,-0.28173804956350385,-0.08716276744438742,-0.8738157201404847,0.22790475850897282,1.5729174119066112,0.005666339243799607,-1.171247663342482,0.5531302684839621,-1.4073460367306172,3.084863762321958,0
-2.4660650846956096,-0.3626536653635713,-0.7972341982076845,-0.10868443841830991,0.18613350848057786,0.3228594546031416,0.32904326237088377,0.00038415859279998076,-1.1262061445409257,0.4887021233792781,-1.1652820529052899,2.7868670304096175,0
-1.4834531366682615,-0.2852235080307466,-0.45088522333737563,0.23566229716445758,-0.8031524382324138,0.1566887364383462,1.2336790074877766,-0.010180202709199242,-0.9460400693347005,0.639034461956874,-1.3747605004464387,3.6107403480496165,0
-2.297986725164616,-0.2943329383051966,-1.3046757195293,-0.02259775452261804,0.6101131999290034,0.19229674747365952,0.19334790060334997,-0.05243764791719622,-0.6500529457816164,0.16656139785585883,-1.3561401939983366,2.9271007866036594,0
0.3007632952761339,-0.34443480481467137,-0.8777804714333378,-0.23781446426184677,0.46878663611286153,0.06173404034417746,4.422520009024824,-0.02602674466219812,-0.9524745720206372,0.18803744622408683,-1.3747605004464387,1.8052307370513203,1
